,Name,Fault Type,In-Fault Voltage Phase A (pu),In-Fault Voltage Phase B (pu),In-Fault Voltage Phase C (pu),In-Fault Max Phase Voltage (pu),In-Fault Min Phase Voltage (pu),Post-Fault Voltage Phase A (pu),Post-Fault Voltage Phase B (pu),Post-Fault Voltage Phase C (pu),Post-Fault Max Phase Voltage (pu),Post-Fault Min Phase Voltage (pu),Fault Level
61,CSR_5255_CSRUnbalancedFaults_026_FL5591_X2R12.04_P1_Q-1_V1.06,2PhG,0.239409049883932,0.2406269456986887,0.9988161939832502,0.9988161939832502,0.9988161939832502,1.0938516680859067,1.0909913670254348,1.0817912270772327,1.0938516680859067,1.0817912270772327,5590.999999999999
62,CSR_5255_CSRUnbalancedFaults_027_FL5591_X2R12.04_P1_Q1_V1.06,2PhG,0.22986015543805488,0.23100770818788222,0.9854547195840836,0.9854547195840836,0.9854547195840836,1.0787997205591071,1.072825747494527,1.075813264020932,1.0787997205591071,1.072825747494527,5590.999999999999
63,CSR_5255_CSRUnbalancedFaults_028_FL5591_X2R12.04_P0.05_Q0_V1.06,2PhG,0.23511127034273188,0.2362826774330939,0.993518309974116,0.993518309974116,0.993518309974116,1.0859576001311264,1.0827686074789458,1.0773173253965427,1.0859576001311264,1.0773173253965427,5590.999999999999
64,CSR_5255_CSRUnbalancedFaults_029_FL5591_X2R12.04_P0.05_Q-1_V1.06,2PhG,0.24021592476186027,0.24144279200287164,0.9968050505352183,0.9968050505352183,0.9968050505352183,1.0903977812330474,1.0874861760432144,1.077026552310593,1.0903977812330474,1.077026552310593,5590.999999999999
65,CSR_5255_CSRUnbalancedFaults_030_FL5591_X2R12.04_P0.05_Q1_V1.06,2PhG,0.2303868409989909,0.2315249529306441,0.9864811961353258,0.9864811961353258,0.9864811961353258,1.0785204311964307,1.0733547053347297,1.0734627628409148,1.0785204311964307,1.0733547053347297,5590.999999999999
66,CSR_5255_CSRUnbalancedFaults_031_FL5591_X2R12.04_P-1_Q0_V1.06,2PhG,0.23623341911798895,0.2374171004253634,0.9991658969113196,0.9991658969113196,0.9991658969113196,1.091887204767458,1.0871279986079734,1.0836636949419702,1.091887204767458,1.0836636949419702,5590.999999999999
67,CSR_5255_CSRUnbalancedFaults_032_FL5591_X2R12.04_P-1_Q-1_V1.06,2PhG,0.24095868020298455,0.24218028837302624,1.0042712181971665,1.0042712181971665,1.0042712181971665,1.096004071661287,1.0949193749447441,1.0857702013170436,1.096004071661287,1.0857702013170436,5590.999999999999
68,CSR_5255_CSRUnbalancedFaults_033_FL5591_X2R12.04_P-1_Q1_V1.06,2PhG,0.23151563096693842,0.23266609829266538,0.9920263542804805,0.9920263542804805,0.9920263542804805,1.0834680216368777,1.0793901003887054,1.0791863757755593,1.0834680216368777,1.0791863757755593,5590.999999999999
69,CSR_5255_CSRUnbalancedFaults_034_FL5591_X2R12.04_P-0.05_Q0_V1.06,2PhG,0.23517995199639982,0.23635152649451394,0.9937707294777657,0.9937707294777657,0.9937707294777657,1.0861091311174902,1.0828320618558998,1.0772446529050432,1.0861091311174902,1.0772446529050432,5590.999999999999
70,CSR_5255_CSRUnbalancedFaults_035_FL5591_X2R12.04_P-0.05_Q-1_V1.06,2PhG,0.24031278569862688,0.24153993326976111,0.9971443479829357,0.9971443479829357,0.9971443479829357,1.0903604657176467,1.0877302124340171,1.077322958552951,1.0903604657176467,1.077322958552951,5590.999999999999
71,CSR_5255_CSRUnbalancedFaults_036_FL5591_X2R12.04_P-0.05_Q1_V1.06,2PhG,0.23046331951159735,0.2316017831294077,0.986780607848103,0.986780607848103,0.986780607848103,1.0786420004985406,1.073402101602852,1.0736323915544843,1.0786420004985406,1.073402101602852,5590.999999999999
72,CSR_5255_CSRUnbalancedFaults_049_FL5591_X2R12.04_P1_Q0_V1.06,1PhG,0.001360246842574063,1.0268062865720027,1.0199459639253805,1.0268062865720027,1.0199459639253805,1.1105940440791684,1.0709487657045214,1.076528431497648,1.1105940440791684,1.0709487657045214,5590.999999999999
73,CSR_5255_CSRUnbalancedFaults_050_FL5591_X2R12.04_P1_Q-1_V1.06,1PhG,0.0013972289284802438,1.0322959881842608,1.0252019019876728,1.0322959881842608,1.0252019019876728,1.1143519312556778,1.0730929628424073,1.0802445702260086,1.1143519312556778,1.0730929628424073,5590.999999999999
74,CSR_5255_CSRUnbalancedFaults_051_FL5591_X2R12.04_P1_Q1_V1.06,1PhG,0.0013309806157254787,1.017514277032683,1.010720019583041,1.017514277032683,1.010720019583041,1.1004087509565403,1.0661439880405146,1.0718015270063768,1.1004087509565403,1.0661439880405146,5590.999999999999
75,CSR_5255_CSRUnbalancedFaults_052_FL5591_X2R12.04_P0.05_Q0_V1.06,1PhG,0.0013669723604137973,1.0256850007127707,1.0188097065691424,1.0256850007127707,1.0188097065691424,1.1079947686382394,1.0676304324261012,1.0732603112698094,1.1079947686382394,1.0676304324261012,5590.999999999999
76,CSR_5255_CSRUnbalancedFaults_053_FL5591_X2R12.04_P0.05_Q-1_V1.06,1PhG,0.0014041899210848682,1.0302037307642664,1.02309547602373,1.0302037307642664,1.02309547602373,1.111377679996115,1.0697641734917973,1.07480567439446,1.111377679996115,1.0697641734917973,5590.999999999999
77,CSR_5255_CSRUnbalancedFaults_054_FL5591_X2R12.04_P0.05_Q1_V1.06,1PhG,0.0013344171833911361,1.018008753405967,1.011278643353021,1.018008753405967,1.011278643353021,1.1001275112717837,1.0629731525556214,1.0687176232116986,1.1001275112717837,1.0629731525556214,5590.999999999999
78,CSR_5255_CSRUnbalancedFaults_055_FL5591_X2R12.04_P-1_Q0_V1.06,1PhG,0.5816784236384103,1.0427587257518118,1.0397174547464045,1.0427587257518118,1.0397174547464045,1.0662723860747112,1.0604612061925338,1.060510625219602,1.0662723860747112,1.0604612061925338,5590.999999999999
79,CSR_5255_CSRUnbalancedFaults_056_FL5591_X2R12.04_P-1_Q-1_V1.06,1PhG,0.5865342278263437,1.0445113853034191,1.0415271184336623,1.0445113853034191,1.0415271184336623,1.0687809191681488,1.0652840690292846,1.065350482538605,1.0687809191681488,1.0652840690292846,5590.999999999999
80,CSR_5255_CSRUnbalancedFaults_057_FL5591_X2R12.04_P-1_Q1_V1.06,1PhG,0.5777782073216622,1.0419494499739106,1.0387585060806503,1.0419494499739106,1.0387585060806503,1.063608469004686,1.0602457666311536,1.0602954177581072,1.063608469004686,1.0602457666311536,5590.999999999999
81,CSR_5255_CSRUnbalancedFaults_058_FL5591_X2R12.04_P-0.05_Q0_V1.06,1PhG,0.5819435871821107,1.0431091454041552,1.0403042200979797,1.0431091454041552,1.0403042200979797,1.0711088993254672,1.0605854255922644,1.0606378354437487,1.0711088993254672,1.0605854255922644,5590.999999999999
82,CSR_5255_CSRUnbalancedFaults_059_FL5591_X2R12.04_P-0.05_Q-1_V1.06,1PhG,0.5871802731935273,1.0419949014156265,1.0397035576202271,1.0419949014156265,1.0397035576202271,1.0683864347554193,1.0663886907698805,1.0664648813579962,1.0683864347554193,1.0663886907698805,5590.999999999999
83,CSR_5255_CSRUnbalancedFaults_060_FL5591_X2R12.04_P-0.05_Q1_V1.06,1PhG,0.5763753683460705,1.0394966859937076,1.036602734765289,1.0394966859937076,1.036602734765289,1.065918056208735,1.060047200106533,1.0600961293258506,1.065918056208735,1.060047200106533,5590.999999999999
84,CSR_5255_CSRUnbalancedFaults_073_FL5591_X2R12.04_P1_Q0_V1.06,1PhG,0.001360246842574063,1.0268062865720027,1.0199459639253805,1.0268062865720027,1.0199459639253805,1.1105940440791684,1.0709487657045214,1.076528431497648,1.1105940440791684,1.0709487657045214,5590.999999999999
85,CSR_5255_CSRUnbalancedFaults_074_FL5591_X2R12.04_P1_Q-1_V1.06,1PhG,0.0013972289284802438,1.0322959881842608,1.0252019019876728,1.0322959881842608,1.0252019019876728,1.1143519312556778,1.0730929628424073,1.0802445702260086,1.1143519312556778,1.0730929628424073,5590.999999999999
86,CSR_5255_CSRUnbalancedFaults_075_FL5591_X2R12.04_P1_Q1_V1.06,1PhG,0.0013309806157254787,1.017514277032683,1.010720019583041,1.017514277032683,1.010720019583041,1.1004087509565403,1.0661439880405146,1.0718015270063768,1.1004087509565403,1.0661439880405146,5590.999999999999
87,CSR_5255_CSRUnbalancedFaults_076_FL5591_X2R12.04_P0.05_Q0_V1.06,1PhG,0.0013669723604137973,1.0256850007127707,1.0188097065691424,1.0256850007127707,1.0188097065691424,1.1079947686382394,1.0676304324261012,1.0732603112698094,1.1079947686382394,1.0676304324261012,5590.999999999999
88,CSR_5255_CSRUnbalancedFaults_077_FL5591_X2R12.04_P0.05_Q-1_V1.06,1PhG,0.0014041899210848682,1.0302037307642664,1.02309547602373,1.0302037307642664,1.02309547602373,1.111377679996115,1.0697641734917973,1.07480567439446,1.111377679996115,1.0697641734917973,5590.999999999999
89,CSR_5255_CSRUnbalancedFaults_078_FL5591_X2R12.04_P0.05_Q1_V1.06,1PhG,0.0013344171833911361,1.018008753405967,1.011278643353021,1.018008753405967,1.011278643353021,1.1001275112717837,1.0629731525556214,1.0687176232116986,1.1001275112717837,1.0629731525556214,5590.999999999999
90,CSR_5255_CSRUnbalancedFaults_079_FL5591_X2R12.04_P-1_Q0_V1.06,1PhG,0.0013732166537669206,1.0319495276081034,1.0249897816109752,1.0319495276081034,1.0249897816109752,1.113629679033406,1.075405679229784,1.0799099283910762,1.113629679033406,1.075405679229784,5590.999999999999
91,CSR_5255_CSRUnbalancedFaults_080_FL5591_X2R12.04_P-1_Q-1_V1.06,1PhG,0.0014067813515536778,1.0374929497641385,1.030408647095346,1.0374929497641385,1.030408647095346,1.1178262470136913,1.0783285134528993,1.0813385984129475,1.1178262470136913,1.0783285134528993,5590.999999999999
92,CSR_5255_CSRUnbalancedFaults_081_FL5591_X2R12.04_P-1_Q1_V1.06,1PhG,0.0013407736733765914,1.0240686877864917,1.0172604112318364,1.0240686877864917,1.0172604112318364,1.105608345992528,1.0714111515985594,1.0747501558924164,1.105608345992528,1.0714111515985594,5590.999999999999
93,CSR_5255_CSRUnbalancedFaults_082_FL5591_X2R12.04_P-0.05_Q0_V1.06,1PhG,0.0013673899284805933,1.025930085157785,1.0190550528948874,1.025930085157785,1.0190550528948874,1.1081844538773176,1.0678151460924867,1.0732566859010426,1.1081844538773176,1.0678151460924867,5590.999999999999
94,CSR_5255_CSRUnbalancedFaults_083_FL5591_X2R12.04_P-0.05_Q-1_V1.06,1PhG,0.0014047898064502501,1.030527411675197,1.0234193205088602,1.030527411675197,1.0234193205088602,1.1114733369133538,1.0702219008052511,1.0748723999446124,1.1114733369133538,1.0702219008052511,5590.999999999999
95,CSR_5255_CSRUnbalancedFaults_084_FL5591_X2R12.04_P-0.05_Q1_V1.06,1PhG,0.0013348760524576537,1.0183153919766241,1.0115844434159764,1.0183153919766241,1.0115844434159764,1.1002755275647704,1.0632547237265664,1.0689368015333744,1.1002755275647704,1.0632547237265664,5590.999999999999
96,CSR_5255_CSRUnbalancedFaults_097_FL5591_X2R12.04_P1_Q0_V1.06,PhPh,0.7224544293064958,0.7213669658074924,1.058500124787193,1.058500124787193,1.058500124787193,1.0711583106018636,1.0716790287498312,1.0613718670586627,1.0716790287498312,1.0613718670586627,5590.999999999999
97,CSR_5255_CSRUnbalancedFaults_098_FL5591_X2R12.04_P1_Q-1_V1.06,PhPh,0.7257804934359922,0.7245333065360361,1.0599753656243698,1.0599753656243698,1.0599753656243698,1.0707912283414287,1.0699491390146572,1.062216310251795,1.0707912283414287,1.062216310251795,5590.999999999999
98,CSR_5255_CSRUnbalancedFaults_099_FL5591_X2R12.04_P1_Q1_V1.06,PhPh,0.7177478682011728,0.7168606135418021,1.0592365135619872,1.0592365135619872,1.0592365135619872,1.0745045466985743,1.0740689520819438,1.0654378113958844,1.0745045466985743,1.0654378113958844,5590.999999999999
99,CSR_5255_CSRUnbalancedFaults_100_FL5591_X2R12.04_P0.05_Q0_V1.06,PhPh,0.7227860127125609,0.721819263680499,1.0581289412813515,1.0581289412813515,1.0581289412813515,1.0711702674040293,1.0702929454953392,1.0603727368539406,1.0711702674040293,1.0603727368539406,5590.999999999999
100,CSR_5255_CSRUnbalancedFaults_101_FL5591_X2R12.04_P0.05_Q-1_V1.06,PhPh,0.5353303637880413,0.5345825294413775,1.069910880364476,1.069910880364476,1.069910880364476,1.0936661267907402,1.089728991572235,1.0699213093117148,1.0936661267907402,1.0699213093117148,5590.999999999999
101,CSR_5255_CSRUnbalancedFaults_102_FL5591_X2R12.04_P0.05_Q1_V1.06,PhPh,0.5260871789483929,0.5253703103113634,1.0514555938852093,1.0514555938852093,1.0514555938852093,1.0827540772949693,1.081315441943767,1.0600654304552506,1.0827540772949693,1.0600654304552506,5590.999999999999
102,CSR_5255_CSRUnbalancedFaults_103_FL5591_X2R12.04_P-1_Q0_V1.06,PhPh,0.5343331250477107,0.5335980038746081,1.0679291719338038,1.0679291719338038,1.0679291719338038,1.0963415052756893,1.0936524969926509,1.0691436873634144,1.0963415052756893,1.0691436873634144,5590.999999999999
103,CSR_5255_CSRUnbalancedFaults_104_FL5591_X2R12.04_P-1_Q-1_V1.06,PhPh,0.5386386805822609,0.5378884371877816,1.0765251025987823,1.0765251025987823,1.0765251025987823,1.1012620375368303,1.0968713730451467,1.0765370275159987,1.1012620375368303,1.0765370275159987,5590.999999999999
104,CSR_5255_CSRUnbalancedFaults_105_FL5591_X2R12.04_P-1_Q1_V1.06,PhPh,0.5292881889762198,0.5285680960996272,1.0578543834295846,1.0578543834295846,1.0578543834295846,1.0891849962853026,1.0878099903244152,1.067008183315823,1.0891849962853026,1.067008183315823,5590.999999999999
105,CSR_5255_CSRUnbalancedFaults_106_FL5591_X2R12.04_P-0.05_Q0_V1.06,PhPh,0.5311944615931864,0.5304622778896999,1.0616547875080051,1.0616547875080051,1.0616547875080051,1.0904151445967432,1.087554589200499,1.0616969288343039,1.0904151445967432,1.0616969288343039,5590.999999999999
106,CSR_5255_CSRUnbalancedFaults_107_FL5591_X2R12.04_P-0.05_Q-1_V1.06,PhPh,0.5355055623782591,0.5347574069055931,1.0702609553992493,1.0702609553992493,1.0702609553992493,1.0940866748669347,1.0898792110107791,1.0702706538760638,1.0940866748669347,1.0702706538760638,5590.999999999999
107,CSR_5255_CSRUnbalancedFaults_108_FL5591_X2R12.04_P-0.05_Q1_V1.06,PhPh,0.5262420937730055,0.5255249761065633,1.051765173769281,1.051765173769281,1.051765173769281,1.0829815021529943,1.081668552119481,1.0600244785798258,1.0829815021529943,1.0600244785798258,5590.999999999999
108,CSR_5255_CSRUnbalancedFaults_121_FL5591_X2R12.04_P1_Q0_V1.06,PhPh,0.5312882423350537,0.5305590633617543,1.0618453677490296,1.0618453677490296,1.0618453677490296,1.0924146027925046,1.0898098305743198,1.0654922417390746,1.0924146027925046,1.0654922417390746,5590.999999999999
109,CSR_5255_CSRUnbalancedFaults_122_FL5591_X2R12.04_P1_Q-1_V1.06,PhPh,0.5358621038140108,0.5351169828880089,1.0709770878610374,1.0709770878610374,1.0709770878610374,1.096730928590308,1.0938402575674326,1.0709936504726412,1.096730928590308,1.0709936504726412,5590.999999999999
110,CSR_5255_CSRUnbalancedFaults_123_FL5591_X2R12.04_P1_Q1_V1.06,PhPh,0.5259502089461388,0.5252353765217569,1.0511836991123686,1.0511836991123686,1.0511836991123686,1.082651792281933,1.0808952756246013,1.0645773234646148,1.082651792281933,1.0645773234646148,5590.999999999999
111,CSR_5255_CSRUnbalancedFaults_124_FL5591_X2R12.04_P0.05_Q0_V1.06,PhPh,0.5310618160847334,0.5303298365903959,1.0613897012833258,1.0613897012833258,1.0613897012833258,1.0903001766958118,1.0876484373475284,1.0614325159379434,1.0903001766958118,1.0614325159379434,5590.999999999999
112,CSR_5255_CSRUnbalancedFaults_125_FL5591_X2R12.04_P0.05_Q-1_V1.06,PhPh,0.5353295988714565,0.5345817545848444,1.0699093405418318,1.0699093405418318,1.0699093405418318,1.0938755706623902,1.0898811980978007,1.0699194717945704,1.0938755706623902,1.0699194717945704,5590.999999999999
113,CSR_5255_CSRUnbalancedFaults_126_FL5591_X2R12.04_P0.05_Q1_V1.06,PhPh,0.5260900637127194,0.5253731569944838,1.0514613251579503,1.0514613251579503,1.0514613251579503,1.0829557918448767,1.0815140595189552,1.0600525883201313,1.0829557918448767,1.0600525883201313,5590.999999999999
114,CSR_5255_CSRUnbalancedFaults_127_FL5591_X2R12.04_P-1_Q0_V1.06,PhPh,0.5343324725553579,0.5335973390381028,1.0679278545792712,1.0679278545792712,1.0679278545792712,1.0964495606997642,1.0937517744089353,1.0691339229706804,1.0964495606997642,1.0691339229706804,5590.999999999999
115,CSR_5255_CSRUnbalancedFaults_128_FL5591_X2R12.04_P-1_Q-1_V1.06,PhPh,0.5386381583946547,0.5378879151471216,1.07652405840407,1.07652405840407,1.07652405840407,1.1014224515977495,1.0970346489351974,1.0765362294186647,1.1014224515977495,1.0765362294186647,5590.999999999999
116,CSR_5255_CSRUnbalancedFaults_129_FL5591_X2R12.04_P-1_Q1_V1.06,PhPh,0.5292906324819024,0.5285704929276401,1.0578592235898017,1.0578592235898017,1.0578592235898017,1.0893539881629466,1.087986235411539,1.0683618629280207,1.0893539881629466,1.0683618629280207,5590.999999999999
117,CSR_5255_CSRUnbalancedFaults_130_FL5591_X2R12.04_P-0.05_Q0_V1.06,PhPh,0.5311941808563168,0.53046197455644,1.0616542033272052,1.0616542033272052,1.0616542033272052,1.0905733369918942,1.0877196193841194,1.061696693648002,1.0905733369918942,1.061696693648002,5590.999999999999
118,CSR_5255_CSRUnbalancedFaults_131_FL5591_X2R12.04_P-0.05_Q-1_V1.06,PhPh,0.5355048812304735,0.5347567157094314,1.0702595830069594,1.0702595830069594,1.0702595830069594,1.0942549917963977,1.0900585990293639,1.0702693953371998,1.0942549917963977,1.0702693953371998,5590.999999999999
119,CSR_5255_CSRUnbalancedFaults_132_FL5591_X2R12.04_P-0.05_Q1_V1.06,PhPh,0.5262442014865841,0.525527049007927,1.0517693542282875,1.0517693542282875,1.0517693542282875,1.083138338822734,1.0818341389271462,1.0600220356547811,1.083138338822734,1.0600220356547811,5590.999999999999
