Name,Study Type,Fault No,Initial pos seq iq (pu),Initial neg seq iq (pu),Initial V (pu),Last iq (pu),Last V (pu),Last Saturation Point Current (pu),Saturated,Grouped By,Delta iq pos seq (pu),Delta iq neg seq (pu),ABS(Delta neq2pos seq iq),Delta V (pu),Voltage threshold,Delta V (from threshold),diq over dv,Last pos seq iq (pu),fromthresh,Included By Voltage Range
Test 1,Faults,1,-7.245551186673877e-05,,1.0600139201389325,,0.0012335016767992914,1.2369956831663333,True,,1.1978024765613577,,,-1.0587804184621332,0.9,0.8987664983232008,1.3327182074499424,1.197730021049491,0.8987664983232008,True
Test 2,Faults,1,-0.3465182962894497,,1.0600135328062605,,0.001257953310125234,1.295425306810968,True,,1.5882617667920176,,,-1.0587555794961354,0.9,0.8987420466898748,1.7672053651453035,1.2417434705025678,0.8987420466898748,True
Test 3,Faults,1,0.34651458093553505,,1.060014745548355,,0.0012110667407428785,1.2107803430873232,True,,0.8314726210990564,,,-1.0588036788076123,0.9,0.8987889332592571,0.9251033143943004,1.1779872020345914,0.8987889332592571,True
Test 4,Faults,1,2.0237519064032204e-05,,1.0599978197530442,,0.0012355188358729992,1.2502166777175205,True,,1.2857377901723583,,,-1.0587623009171712,0.9,0.898764481164127,1.4305614174995025,1.2857580276914224,0.898764481164127,True
Test 5,Faults,1,-0.3458912188342098,,1.0599187232796285,,0.0012602704088434669,1.3108172049545,True,,1.6858588542872586,,,-1.0586584528707852,0.9,0.8987397295911566,1.8758031928266579,1.3399676354530488,0.8987397295911566,True
Test 6,Faults,1,0.3465035831477427,,1.0600073446229359,,0.001212225462162295,1.2099098075904595,True,,0.899877885157996,,,-1.0587951191607736,0.9,0.8987877745378378,1.0012128676546794,1.2463814683057388,0.8987877745378378,True
Test 7,Faults,1,0.0012439633591404362,,1.0598587246609898,,0.0012358647660751412,1.250543547766414,True,,1.315092808094453,,,-1.0586228598949148,0.9,0.8987641352339248,1.4632235049657034,1.3163367714535934,0.8987641352339248,True
Test 8,Faults,1,-0.34559028556642285,,1.0598828023463114,,0.0012594365093088887,1.2947985057884726,True,,1.7082437098951844,,,-1.0586233658370026,0.9,0.8987405634906911,1.900708368230759,1.3626534243287616,0.8987405634906911,True
Test 9,Faults,1,0.34665950943829293,,1.0598260901761407,,0.0012130476552592072,1.2103862935585588,True,,0.9274311535760291,,,-1.0586130425208815,0.9,0.8987869523447408,1.0318698454139346,1.274090663014322,0.8987869523447408,True
Test 10,Faults,1,0.000398994017627844,,1.059954087146706,,0.001235336523623079,1.2498547096214516,True,,1.2924601391374473,,,-1.0587187506230828,0.9,0.898764663476377,1.4380406703332949,1.2928591331550752,0.898764663476377,True
Test 11,Faults,1,-0.3464112270424744,,1.0599808026414195,,0.0012602564157142993,1.3110763501241882,True,,1.6965049969927746,,,-1.0587205462257052,0.9,0.8987397435842858,1.8876487983349906,1.3500937699503002,0.8987397435842858,True
Test 12,Faults,1,0.3465813127314282,,1.0599751758345533,,0.0012123450400857271,1.209952246397542,True,,0.903938324123773,,,-1.0587628307944674,0.9,0.8987876549599143,1.005730685257452,1.2505196368552012,0.8987876549599143,True
Test 13,Faults,1,1.2772008028630909e-05,,1.0600044719669304,,0.0012268661025622261,1.2370682761093936,True,,1.2407977930955987,,,-1.058777605864368,0.9,0.8987731338974378,1.3805461537496184,1.2408105651036274,0.8987731338974378,True
Test 14,Faults,1,-0.34649226162499897,,1.0600723867205737,,0.0012677155489771556,1.2957454029012485,True,,1.6426087604954904,,,-1.0588046711715966,0.9,0.8987322844510228,1.8276952869216816,1.2961164988704914,0.8987322844510228,True
Test 15,Faults,1,0.3459199307706273,,1.0600807049981342,,0.0011896214152213216,1.2108867349146974,True,,0.87825354746944,,,-1.0588910835829128,0.9,0.8988103785847787,0.9771288454104118,1.2241734782400673,0.8988103785847787,True
Test 16,Faults,1,0.0002872575636618349,,1.0599671608438128,,0.0012292671405702957,1.2500183005294327,True,,1.3102311369498116,,,-1.0587378937032426,0.9,0.8987707328594298,1.4578035187920781,1.3105183945134735,0.8987707328594298,True
Test 17,Faults,1,-0.3458272720076211,,1.0599103130049605,,0.0012706340404637932,1.31130525911486,True,,1.7174360926104661,,,-1.0586396789644967,0.9,0.8987293659595362,1.9109602486136976,1.371608820602845,0.8987293659595362,True
Test 18,Faults,1,0.3466184919461482,,1.0598678983271488,,0.00119025548286547,1.2099298745226408,True,,0.923017637082417,,,-1.0586776428442832,0.9,0.8988097445171346,1.026933277829879,1.2696361290285652,0.8988097445171346,True
Test 19,Faults,1,0.001424157371551967,,1.0598382826001786,,0.0012308697781316048,1.250838566268348,True,,1.3036980856344176,,,-1.058607412822047,0.9,0.8987691302218684,1.4505372311937206,1.3051222430059695,0.8987691302218684,True
Test 20,Faults,1,-0.3448336234757084,,1.0597955102050212,,0.001269641355921169,1.295398107499362,True,,1.6977394802629022,,,-1.0585258688491,0.9,0.8987303586440789,1.8890420958120233,1.3529058567871939,0.8987303586440789,True
Test 21,Faults,1,0.3467045560994975,,1.0596665925040252,,0.001192593471679606,1.2104010996345116,True,,0.915469185561008,,,-1.0584739990323455,0.9,0.8988074065283204,1.0185376521284404,1.2621737416605054,0.8988074065283204,True
Test 22,Faults,1,0.0006539836392753239,,1.0599246560120665,,0.0012291107321311403,1.250057747772682,True,,1.3126895406573857,,,-1.0586955452799354,0.9,0.8987708892678689,1.4605385603072787,1.3133435242966611,0.8987708892678689,True
Test 23,Faults,1,-0.34600052592862834,,1.0599313854700416,,0.0012704869067343444,1.311287974343618,True,,1.7218326749158943,,,-1.0586608985633073,0.9,0.8987295130932657,1.915851933013366,1.375832148987266,0.8987295130932657,True
Test 24,Faults,1,0.346613573084025,,1.0598736217889277,,0.0011904080668681493,1.209978454404963,True,,0.9249677459094219,,,-1.0586832137220596,0.9,0.8988095919331319,1.0291031095029035,1.2715813189934468,0.8988095919331319,True
Test 25,Faults,1,-7.223948331597823e-05,,1.06001404168348,,0.225596286855647,1.2372589884813732,True,,1.3021388145057557,,,-0.834417754827833,0.9,0.674403713144353,1.930800185596011,1.3020665750224398,0.674403713144353,True
Test 26,Faults,1,-0.3465181727250139,,1.0600135225971499,,0.23008152671517137,1.2967457506059643,True,,1.7113130881741567,,,-0.8299319958819785,0.9,0.6699184732848287,2.5545094760307636,1.3647949154491428,0.6699184732848287,True
Test 27,Faults,1,0.3465097257260985,,1.0600145691674212,,0.221477895793026,1.2099401207788645,True,,0.9266671437394502,,,-0.8385366733743952,0.9,0.678522104206974,1.3657140098958116,1.2731768694655488,0.678522104206974,True
Test 28,Faults,1,2.0819745491673037e-05,,1.0599976644709945,,0.22629698217511351,1.251626165358878,True,,1.3166053955880404,,,-0.833700682295881,0.9,0.6737030178248865,1.9542815762334338,1.316626215333532,0.6737030178248865,True
Test 29,Faults,1,-0.3458955856621732,,1.0599187744324177,,0.2307684025792495,1.3128928366733756,True,,1.7271155247500258,,,-0.8291503718531682,0.9,0.6692315974207506,2.580744142097308,1.3812199390878526,0.6692315974207506,True
Test 30,Faults,1,0.34650697082687854,,1.0600075152085189,,0.22202458274914594,1.209968696588508,True,,0.9259552431004642,,,-0.8379829324593729,0.9,0.6779754172508541,1.3657652173513193,1.2724622139273427,0.6779754172508541,True
Test 31,Faults,1,0.0012445889399682812,,1.0598588658676964,,0.2272989106790336,1.252389453205151,True,,1.3147017797139944,,,-0.8325599551886628,0.9,0.6727010893209664,1.9543624955938041,1.3159463686539628,0.6727010893209664,True
Test 32,Faults,1,-0.3455876751771623,,1.059882863286262,,0.23159873786571517,1.2973415577614842,True,,1.7091532093697703,,,-0.8282841254205469,0.9,0.6684012621342849,2.557076573901492,1.363565534192608,0.6684012621342849,True
Test 33,Faults,1,0.34665780284828,,1.0598258464079842,,0.22304651019905977,1.210526562229889,True,,0.9247779974827197,,,-0.8367793362089244,0.9,0.6769534898009403,1.3660879387070637,1.2714358003309998,0.6769534898009403,True
Test 34,Faults,1,0.000395779472237787,,1.0599539162218061,,0.2263667841732117,1.2519480864674541,True,,1.3164796841277095,,,-0.8335871320485944,0.9,0.6736332158267884,1.9542974621759397,1.3168754635999473,0.6736332158267884,True
Test 35,Faults,1,-0.34641017345140823,,1.0599808138969098,,0.2308625633437163,1.3125987303616966,True,,1.7272907683757495,,,-0.8291182505531935,0.9,0.6691374366562837,2.5813691982429137,1.3808805949243412,0.6691374366562837,True
Test 36,Faults,1,0.3465798270261328,,1.0599748832434948,,0.22209953273121263,1.2100874247889002,True,,0.9259334712621727,,,-0.8378753505122821,0.9,0.6779004672687874,1.365884102415053,1.2725132982883056,0.6779004672687874,True
Test 37,Faults,1,1.211544845706226e-05,,1.0600045822487696,,0.23604401733439292,1.2371364461758962,True,,1.3020642364746435,,,-0.8239605649143766,0.9,0.6639559826656071,1.961070116797805,1.3020763519231007,0.6639559826656071,True
Test 38,Faults,1,-0.34649193912600657,,1.0600722535829292,,0.24394776660338968,1.2970085898894657,True,,1.7116806466676935,,,-0.8161244869795395,0.9,0.6560522333966103,2.609061534331997,1.3651887075416869,0.6560522333966103,True
Test 39,Faults,1,0.34592429185610174,,1.060080935689001,,0.2288491892659682,1.210165197297259,True,,0.9276957294884326,,,-0.8312317464230329,0.9,0.6711508107340318,1.382246306867781,1.2736200213445343,0.6711508107340318,True
Test 40,Faults,1,0.00028546338423347003,,1.0599672832495672,,0.23707501706362785,1.251924070169249,True,,1.3168479629335854,,,-0.8228922661859394,0.9,0.6629249829363721,1.9864207818820083,1.317133426317819,0.6629249829363721,True
Test 41,Faults,1,-0.3458270236302443,,1.0599105191564322,,0.24494276353319358,1.3129162694900296,True,,1.7273288597444327,,,-0.8149677556232386,0.9,0.6550572364668065,2.6369128735393508,1.3815018361141884,0.6550572364668065,True
Test 42,Faults,1,0.3466150487084514,,1.0598676078605025,,0.22955582306520092,1.2102527268945915,True,,0.9263563258077465,,,-0.8303117847953015,0.9,0.6704441769347991,1.3817053793247205,1.272971374516198,0.6704441769347991,True
Test 43,Faults,1,0.001424731875018781,,1.059838316622302,,0.23920806436714082,1.2523807782227174,True,,1.314316438455483,,,-0.8206302522551612,0.9,0.6607919356328592,1.9890019347719867,1.3157411703305018,0.6607919356328592,True
Test 44,Faults,1,-0.3448313463579287,,1.0597954413209179,,0.24671071066576375,1.2983408560981469,True,,1.709225821052658,,,-0.8130847306551541,0.9,0.6532892893342362,2.6163383495763743,1.3643944746947294,0.6532892893342362,True
Test 45,Faults,1,0.3467065720139544,,1.0596667619108557,,0.23176371943231425,1.210623451066479,True,,0.9245765853061874,,,-0.8279030424785415,0.9,0.6682362805676858,1.3836072841192237,1.2712831573201417,0.6682362805676858,True
Test 46,Faults,1,0.0006507607698391948,,1.0599245325467406,,0.23720246345801285,1.2520300363620207,True,,1.3164046809542123,,,-0.8227220690887277,0.9,0.6627975365419871,1.9861339374046092,1.3170554417240514,0.6627975365419871,True
Test 47,Faults,1,-0.34599990285703675,,1.059931398020289,,0.2450971284913164,1.3131010471515125,True,,1.727630114403405,,,-0.8148342695289725,0.9,0.6549028715086836,2.6379944104131137,1.3816302115463683,0.6549028715086836,True
Test 48,Faults,1,0.34661184955325086,,1.0598735806213353,,0.22970995783343098,1.2103090637793221,True,,0.9263175682718665,,,-0.8301636227879043,0.9,0.6702900421665691,1.3819652836818868,1.2729294178251174,0.6702900421665691,True
Test 49,Faults,1,-7.02748391244752e-05,,1.060014135924832,,0.44857632379440465,1.2401979167659989,True,,1.3055194491489164,,,-0.6114378121304274,0.9,0.45142367620559537,2.8920048237663405,1.3054491743097918,0.45142367620559537,True
Test 50,Faults,1,-0.3465162245905782,,1.0600136933339876,,0.45750036844827136,1.2994467682143427,True,,1.7143224560941162,,,-0.6025133248857163,0.9,0.44249963155172867,3.874178267860795,1.367806231503538,0.44249963155172867,True
Test 51,Faults,1,0.34650740107030026,,1.060014507185326,,0.4403759639040313,1.212618062352157,True,,0.9297991671589245,,,-0.6196385432812948,0.9,0.45962403609596875,2.022955925143967,1.2763065682292247,0.45962403609596875,True
Test 52,Faults,1,2.1484451567536696e-05,,1.0599979132007127,,0.44999868955701167,1.254206518070588,True,,1.320143373146641,,,-0.6099992236437011,0.9,0.45000131044298836,2.933643397276046,1.3201648575982086,0.45000131044298836,True
Test 53,Faults,1,-0.34589479717852856,,1.059918817385547,,0.45889983993883376,1.3151221639638142,True,,1.7302214602221526,,,-0.6010189774467132,0.9,0.44110016006116626,3.922513789118161,1.384326663043624,0.44110016006116626,True
Test 54,Faults,1,0.34650406942270223,,1.0600073025514358,,0.44150102083100534,1.2123124565591765,True,,0.929458014238461,,,-0.6185062817204305,0.9,0.4584989791689947,2.0271757549450924,1.2759620836611631,0.4584989791689947,True
Test 55,Faults,1,0.0012401202842198006,,1.0598587641210282,,0.45203573236816286,1.2540967010976474,True,,1.3187039552991044,,,-0.6078230317528653,0.9,0.44796426763183717,2.9437704088998706,1.3199440755833243,0.44796426763183717,True
Test 56,Faults,1,-0.34559322491241445,,1.0598825401214438,,0.4605955952357918,1.299380312351582,True,,1.7133029875870702,,,-0.5992869448856519,0.9,0.4394044047642082,3.899148413194577,1.3677097626746557,0.4394044047642082,True
Test 57,Faults,1,0.3466617644881115,,1.0598259834886439,,0.4436062865539553,1.2130327001612637,True,,0.9299462615832844,,,-0.6162196969346886,0.9,0.45639371344604474,2.0375965623225514,1.276608026071396,0.45639371344604474,True
Test 58,Faults,1,0.00039782683384662586,,1.0599539752877591,,0.45013640373595265,1.2542499680748456,True,,1.319819482978785,,,-0.6098175715518065,0.9,0.44986359626404737,2.933821482643635,1.3202173098126317,0.44986359626404737,True
Test 59,Faults,1,-0.34641148883445744,,1.059980900006047,,0.4590915364551953,1.3149770450560951,True,,1.7305849795590533,,,-0.6008893635508517,0.9,0.44090846354480473,3.9250436828668245,1.384173490724596,0.44090846354480473,True
Test 60,Faults,1,0.34657799984137344,,1.059974835939081,,0.4416511529834749,1.2122808347481808,True,,0.9293437495146604,,,-0.6183236829556061,0.9,0.4583488470165251,2.027590459895177,1.2759217493560338,0.4583488470165251,True
Test 61,Faults,1,7.977531359318297e-06,,1.0600041804190936,,0.4694439082027638,1.240193770653131,True,,1.3054474406857672,,,-0.5905602722163298,0.9,0.4305560917972362,3.032003182759629,1.3054554182171265,0.4305560917972362,True
Test 62,Faults,1,-0.34648929830366476,,1.0600725887255797,,0.4851822265180958,1.2998944333329934,True,,1.7146501946527832,,,-0.5748903622074839,0.9,0.41481777348190424,4.133502237043327,1.3681608963491185,0.41481777348190424,True
Test 63,Faults,1,0.3459211508113313,,1.060080717437008,,0.4550826831774688,1.2124978486017097,True,,0.9303035181128592,,,-0.6049980342595391,0.9,0.4449173168225312,2.0909582138919958,1.2762246689241905,0.4449173168225312,True
Test 64,Faults,1,0.000285276630791078,,1.0599670220191064,,0.471545658201462,1.2544052710256077,True,,1.3201212385270031,,,-0.5884213638176444,0.9,0.42845434179853803,3.0811246607642793,1.3204065151577942,0.42845434179853803,True
Test 65,Faults,1,-0.3458272712088968,,1.0599102772834308,,0.48722785079374364,1.3155017395213706,True,,1.730515695842262,,,-0.5726824264896871,0.9,0.4127721492062564,4.192423590520755,1.3846884246333653,0.4127721492062564,True
Test 66,Faults,1,0.3466131640125737,,1.0598675981405157,,0.4565872730930341,1.2125971756494889,True,,0.9296777355490972,,,-0.6032803250474816,0.9,0.4434127269069659,2.0966419751505154,1.2762908995616709,0.4434127269069659,True
Test 67,Faults,1,0.0014206063182110875,,1.0598380363019708,,0.4759416898907389,1.254890770105117,True,,1.3193726236060352,,,-0.5838963464112319,0.9,0.42405831010926115,3.1113000079307276,1.3207932299242464,0.42405831010926115,True
Test 68,Faults,1,-0.3448350124634466,,1.059795398485249,,0.49084170805039756,1.3003111325656505,True,,1.713506228584345,,,-0.5689536904348516,0.9,0.40915829194960246,4.187880979802809,1.3686712161208985,0.40915829194960246,True
Test 69,Faults,1,0.34670912249207764,,1.0596667236826318,,0.46115437873797926,1.212977701789039,True,,0.9298731800182333,,,-0.5985123449446526,0.9,0.43884562126202076,2.118907276194595,1.276582302510311,0.43884562126202076,True
Test 70,Faults,1,0.0006539210091339834,,1.0599245882740853,,0.4718159485943167,1.2543770015275781,True,,1.3197212209489821,,,-0.5881086396797686,0.9,0.42818405140568333,3.0821353962541944,1.3203751419581162,0.42818405140568333,True
Test 71,Faults,1,-0.3459993774131152,,1.059931539857012,,0.4875407505424554,1.3156751423508852,True,,1.7308890940789947,,,-0.5723907893145566,0.9,0.41245924945754464,4.196509343299765,1.3848897166658796,0.41245924945754464,True
Test 72,Faults,1,0.346610296743351,,1.0598733504935975,,0.45689409408720194,1.212334336160191,True,,0.929406507822827,,,-0.6029792564063956,0.9,0.4431059059127981,2.097481652627152,1.276016804566178,0.4431059059127981,True
Test 73,Faults,1,-7.165027766787716e-05,,1.0600140258887187,,0.7687963868049397,1.2558726022174698,True,,0.7803470966090055,,,-0.29121763908377907,0.9,0.13120361319506035,5.947603710035514,0.7802754463313376,0.13120361319506035,True
Test 74,Faults,1,-0.34651574024305853,,1.060013755275812,,0.7712325424105828,1.1685646784452932,True,,0.8404426354828862,,,-0.2887812128652292,0.9,0.1287674575894172,6.5268247988765,0.49392689523982763,0.1287674575894172,True
Test 75,Faults,1,0.34650673498936113,,1.0600144316438294,,0.771743259308238,1.209197100220709,True,,0.8987123117058051,,,-0.2882711723355914,0.9,0.12825674069176207,7.007135117098211,1.2452190466951663,0.12825674069176207,True
Test 76,Faults,1,2.0623117843510143e-05,,1.0599978921431954,,0.7714306453092049,0.8158420468902446,False,,0.8574518733030706,,,-0.2885672468339905,0.9,0.1285693546907951,6.669177700745352,0.8574724964209142,0.1285693546907951,True
Test 77,Faults,1,-0.3458953818023996,,1.0599187679142255,,0.7741439712129378,0.5568477337861844,False,,0.9295573828228771,,,-0.2857747967012877,0.9,0.12585602878706226,7.385878863185883,0.5836620010204776,0.12585602878706226,True
Test 78,Faults,1,0.3465060437776928,,1.0600074967679527,,0.7694883890784517,1.0951011389756562,True,,0.801408088425388,,,-0.29051910768950095,0.9,0.13051161092154828,6.140511811681811,1.1479141322030808,0.13051161092154828,True
Test 79,Faults,1,0.0012361536783919709,,1.0598588078126094,,0.7696222799799531,1.2331708584021108,True,,0.8316981288132195,,,-0.2902365278326563,0.9,0.13037772002004688,6.379143067430061,0.8329342824916114,0.13037772002004688,True
Test 80,Faults,1,-0.3455881944730984,,1.0598827035111713,,0.7689892733602687,1.1820463220961235,True,,0.8356272444052428,,,-0.29089343015090263,0.9,0.13101072663973135,6.37831165308432,0.4900390499321444,0.13101072663973135,True
Test 81,Faults,1,0.34665432961590753,,1.0598257321758005,,0.7730050628495231,1.2143553598241765,True,,0.8515348354363126,,,-0.28682066932627737,0.9,0.12699493715047694,6.705266009363229,1.19818916505222,0.12699493715047694,True
Test 82,Faults,1,0.0003958411443045537,,1.0599541607215193,,0.7712882156952586,0.8172113860100396,False,,0.8572056186443914,,,-0.28866594502626064,0.9,0.1287117843047414,6.6598845107674745,0.857601459788696,0.1287117843047414,True
Test 83,Faults,1,-0.34641272488002023,,1.0599807320490544,,0.7740904711568755,0.55685421544393,False,,0.9295791617219982,,,-0.28589026089217895,0.9,0.12590952884312456,7.382913511495988,0.5831664368419779,0.12590952884312456,True
Test 84,Faults,1,0.3465807990022638,,1.059975020565354,,0.7695286706879997,1.0935769553735164,True,,0.8045307300929063,,,-0.2904463498773543,0.9,0.13047132931200034,6.166341174994897,1.1511115290951701,0.13047132931200034,True
Test 85,Faults,1,9.02510621887386e-06,,1.0600042358395811,,0.7875251347878731,1.2319880004981292,True,,0.7235370418337514,,,-0.27247910105170803,0.9,0.1124748652121269,6.432877607536271,0.7235460669399704,0.1124748652121269,True
Test 86,Faults,1,-0.34648490030468887,,1.0600727487300723,,0.7916843381260202,1.1269137467406243,True,,0.7842822715801201,,,-0.26838841060405205,0.9,0.10831566187397978,7.240709773740717,0.4377973712754312,0.10831566187397978,True
Test 87,Faults,1,0.34592486598727623,,1.060081114699592,,0.7921597575383127,1.2140620696394293,True,,0.8030102166983442,,,-0.2679213571612794,0.9,0.10784024246168733,7.446294614773623,1.1489350826856204,0.10784024246168733,True
Test 88,Faults,1,0.00028616178310543206,,1.0599669262203337,,0.7919926434339601,0.7581875072562118,False,,0.7964344967283813,,,-0.2679742827863736,0.9,0.10800735656603988,7.373891205655148,0.7967206585114868,0.10800735656603988,True
Test 89,Faults,1,-0.34582726433297284,,1.059910325086741,,0.7961270615827143,0.4893629083756553,False,,0.8582046439439714,,,-0.2637832635040267,0.9,0.10387293841728573,8.262061871171209,0.5123773796109986,0.10387293841728573,True
Test 90,Faults,1,0.3466196084653361,,1.05986803943877,,0.7890224931541475,1.0460883458605081,True,,0.753798476130459,,,-0.27084554628462254,0.9,0.1109775068458525,6.792353671969612,1.1004180845957952,0.1109775068458525,True
Test 91,Faults,1,0.0014220337083824326,,1.0598381501904648,,0.7855987125300323,1.259258154358815,True,,0.7474614224419686,,,-0.27423943766043246,0.9,0.1144012874699677,6.533680161931657,0.748883456150351,0.1144012874699677,True
Test 92,Faults,1,-0.34483192395203005,,1.059795512484772,,0.7877776272382176,1.1433638813435447,True,,0.7848945370079907,,,-0.27201788524655435,0.9,0.11222237276178237,6.994100353537425,0.4400626130559607,0.11222237276178237,True
Test 93,Faults,1,0.3467082140093398,,1.0596670387623075,,0.7932731958246293,1.215081888839163,True,,0.7790444648328376,,,-0.2663938429376782,0.9,0.10672680417537073,7.299426520377504,1.1257526788421774,0.10672680417537073,True
Test 94,Faults,1,0.0006487409269963034,,1.0599242977793295,,0.7917683245366776,0.7597799606806858,False,,0.796475462772596,,,-0.26815597324265195,0.9,0.10823167546332246,7.358986723276823,0.7971242036995922,0.10823167546332246,True
Test 95,Faults,1,-0.34599949078944725,,1.059931516799032,,0.7959739732225873,0.4899084208019409,False,,0.858465527558298,,,-0.26395754357644463,0.9,0.10402602677741268,8.252410998981823,0.5124660367688507,0.10402602677741268,True
Test 96,Faults,1,0.3466164625992383,,1.0598738038393434,,0.7888082396030833,1.0476153341104386,True,,0.7537134155490635,,,-0.27106556423626005,0.9,0.1111917603969167,6.778500608845146,1.1003298781483017,0.1111917603969167,True
Test 1,Faults,1,-7.245551186673877e-05,,1.0600139201389325,,0.45578725970136535,2.4102766541948015,True,,1.0358980580958226,,,-0.6042266604375671,0.9,0.44421274029863467,2.331986375265623,1.0358256025839558,0.44421274029863467,True
Test 2,Faults,1,-0.3465182962894497,,1.0600135328062605,,0.4570248405696391,2.623266861855311,True,,1.3893370212839957,,,-0.6029886922366214,0.9,0.4429751594303609,3.1363768186699192,1.042818724994546,0.4429751594303609,True
Test 3,Faults,1,0.34651458093553505,,1.060014745548355,,0.4517550848531161,2.3051204383951633,True,,0.7027957642790799,,,-0.608259660695239,0.9,0.4482449151468839,1.5678834059919744,1.0493103452146149,0.4482449151468839,True
Test 4,Faults,1,2.0237519064032204e-05,,1.0599978197530442,,0.45512822946909726,2.454991492682036,True,,1.0319825427926743,,,-0.6048695902839469,0.9,0.44487177053090277,2.319730338387448,1.0320027803117384,0.44487177053090277,True
Test 5,Faults,1,-0.3458912188342098,,1.0599187232796285,,0.45603375435753685,2.674138700101897,True,,1.3837932964414537,,,-0.6038849689220918,0.9,0.4439662456424632,3.116888524799825,1.0379020776072438,0.4439662456424632,True
Test 6,Faults,1,0.3465035831477427,,1.0600073446229359,,0.45231121618871806,2.3041063453672717,True,,0.6895874215433251,,,-0.6076961284342178,0.9,0.44768878381128197,1.5403276706481275,1.0360910046910679,0.44768878381128197,True
Test 7,Faults,1,0.0012439633591404362,,1.0598587246609898,,0.45758804560742644,2.4662977759060434,True,,1.0355780765149694,,,-0.6022706790535635,0.9,0.4424119543925736,2.340755185824049,1.0368220398741097,0.4424119543925736,True
Test 8,Faults,1,-0.34559028556642285,,1.0598828023463114,,0.45967048730162097,2.6330550438644025,True,,1.3744229871353617,,,-0.6002123150446904,0.9,0.44032951269837906,3.1213510507455506,1.028832701568939,0.44032951269837906,True
Test 9,Faults,1,0.34665950943829293,,1.0598260901761407,,0.45477696769039455,2.314838229656896,True,,0.693455491121501,,,-0.6050491224857462,0.9,0.44522303230960547,1.557546310046413,1.040115000559794,0.44522303230960547,True
Test 10,Faults,1,0.000398994017627844,,1.059954087146706,,0.45524793084689186,2.4553831901904575,True,,1.0310394726414749,,,-0.6047061562998141,0.9,0.44475206915310816,2.3182342346484606,1.0314384666591028,0.44475206915310816,True
Test 11,Faults,1,-0.3464112270424744,,1.0599808026414195,,0.45620068858162294,2.6748194787917927,True,,1.3835209897143146,,,-0.6037801140597965,0.9,0.4437993114183771,3.117447355410712,1.0371097626718402,0.4437993114183771,True
Test 12,Faults,1,0.3465813127314282,,1.0599751758345533,,0.45245343989435577,2.3046576412547597,True,,0.6892513646776496,,,-0.6075217359401974,0.9,0.44754656010564425,1.5400662771599685,1.0358326774090778,0.44754656010564425,True
Test 13,Faults,1,1.2772008028630909e-05,,1.0600044719669304,,0.4305874492412493,2.306748230399242,True,,1.054734727716016,,,-0.629417022725681,0.9,0.4694125507587507,2.2469248553562533,1.0547474997240447,0.4694125507587507,True
Test 14,Faults,1,-0.34649226162499897,,1.0600723867205737,,0.43327439255258027,2.5141882080014115,True,,1.411201487005604,,,-0.6267979941679934,0.9,0.46672560744741975,3.0236212980119945,1.064709225380605,0.46672560744741975,True
Test 15,Faults,1,0.3459199307706273,,1.0600807049981342,,0.4237937352004115,2.1968189852079854,True,,0.7209022220520465,,,-0.6362869697977227,0.9,0.4762062647995885,1.513844473162146,1.0668221528226738,0.4762062647995885,True
