Name,46.999,47.049,47.099,47.148999999999994,47.19899999999999,47.24899999999999,47.298999999999985,47.34899999999998,47.39899999999998,47.44899999999998,47.498999999999974,47.54899999999997,47.59899999999997,47.648999999999965,47.69899999999996,47.74899999999996,47.79899999999996,47.848999999999954,47.89899999999995,47.94899999999995,47.998999999999945,48.04899999999994,48.09899999999994,48.14899999999994,48.198999999999934,48.24899999999993,48.29899999999993,48.348999999999926,48.39899999999992,48.44899999999992,48.49899999999992,48.548999999999914,48.59899999999991,48.64899999999991,48.698999999999906,48.7489999999999,48.7989999999999,48.8489999999999,48.898999999999894,48.94899999999989,48.99899999999989,49.048999999999886,49.09899999999988,49.14899999999988,49.19899999999988,49.248999999999874,49.29899999999987,49.34899999999987,49.398999999999866,49.44899999999986,49.49899999999986,50.5,50.55,50.599999999999994,50.64999999999999,50.69999999999999,50.749999999999986,50.79999999999998,50.84999999999998,50.89999999999998,50.949999999999974,50.99999999999997,51.04999999999997,51.099999999999966,51.14999999999996,51.19999999999996,51.24999999999996,51.299999999999955,51.34999999999995,51.39999999999995,51.449999999999946,51.49999999999994,51.54999999999994,51.59999999999994,51.649999999999935,51.69999999999993,51.74999999999993,51.799999999999926,51.84999999999992,51.89999999999992,51.94999999999992,51.999999999999915
Test 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.1000000012084,600.400000001203,600.3000000012029,600.3000000012029,600.1000000012025,600.1000000012025,600.0000000012022,599.900000001202,599.8000000012019,599.8000000012019,599.6000000012015,599.6000000012015,599.5000000012012,599.4000000012011,599.3000000012008,599.3000000012008,599.1000000012004,599.1000000012004,599.0000000012002,598.9000000012,598.8000000011998,598.8000000011998,598.6000000011994,598.6000000011994,598.5000000011993,598.400000001199,598.3000000011988,598.3000000011988,598.1000000011984,598.1000000011984,289.4000000005799
Test 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.7000000012918,600.400000001203,600.3000000012029,600.3000000012029,600.1000000012025,600.1000000012025,600.0000000012022,599.900000001202,599.8000000012019,599.8000000012019,599.6000000012015,599.6000000012015,599.5000000012012,599.4000000012011,599.3000000012008,599.3000000012008,599.1000000012004,599.1000000012004,599.0000000012002,598.9000000012,598.8000000011998,598.8000000011998,598.6000000011994,598.6000000011994,598.5000000011993,598.400000001199,598.3000000011988,598.3000000011988,598.1000000011984,598.1000000011984,279.00000000055906
Test 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.5000000012853,600.400000001203,600.3000000012029,600.3000000012029,600.1000000012025,600.1000000012025,600.0000000012022,599.900000001202,599.8000000012019,599.8000000012019,599.6000000012015,599.6000000012015,599.5000000012012,599.4000000012011,599.3000000012008,599.3000000012008,599.1000000012004,599.1000000012004,599.0000000012002,598.9000000012,598.8000000011998,598.8000000011998,598.6000000011994,598.6000000011994,598.5000000011993,598.400000001199,598.3000000011988,598.3000000011988,598.1000000011984,598.1000000011984,347.60000000069647
Test 4,0.0,117.20000000023484,117.30000000023503,117.50000000023545,117.60000000023564,117.80000000023604,117.90000000023625,118.10000000023663,118.20000000023684,118.40000000023724,118.50000000023743,118.70000000023785,118.80000000023804,119.00000000023844,119.10000000023865,119.30000000023904,119.40000000023925,119.60000000023965,119.70000000023984,119.90000000024025,120.00000000024045,598.1000000011984,598.1000000011984,598.2000000011986,598.2000000011986,598.400000001199,598.400000001199,598.5000000011993,598.5000000011993,598.6000000011994,598.6000000011994,598.8000000011998,598.8000000011998,598.9000000012,598.9000000012,599.0000000012002,599.0000000012002,599.2000000012006,599.2000000012006,599.3000000012008,599.3000000012008,599.4000000012011,599.4000000012011,599.6000000012015,599.6000000012015,599.7000000012016,599.7000000012016,599.8000000012019,599.8000000012019,600.0000000012022,700.5000000014036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Test 5,0.0,117.20000000023484,117.30000000023503,117.50000000023545,117.60000000023564,117.80000000023604,117.90000000023625,118.10000000023663,118.20000000023684,118.40000000023724,118.50000000023743,118.70000000023785,118.80000000023804,119.00000000023844,119.10000000023865,119.30000000023904,119.40000000023925,119.60000000023965,119.70000000023984,119.90000000024025,120.00000000024045,598.1000000011984,598.1000000011984,598.2000000011986,598.2000000011986,598.400000001199,598.400000001199,598.5000000011993,598.5000000011993,598.6000000011994,598.6000000011994,598.8000000011998,598.8000000011998,598.9000000012,598.9000000012,599.0000000012002,599.0000000012002,599.2000000012006,599.2000000012006,599.3000000012008,599.3000000012008,599.4000000012011,599.4000000012011,599.6000000012015,599.6000000012015,599.7000000012016,599.7000000012016,599.8000000012019,599.8000000012019,600.0000000012022,700.5000000014036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Test 6,0.0,117.20000000023484,117.30000000023503,117.50000000023545,117.60000000023564,117.80000000023604,117.90000000023625,118.10000000023663,118.20000000023684,118.40000000023724,118.50000000023743,118.70000000023785,118.80000000023804,119.00000000023844,119.10000000023865,119.30000000023904,119.40000000023925,119.60000000023965,119.70000000023984,119.90000000024025,120.00000000024045,598.1000000011984,598.1000000011984,598.2000000011986,598.2000000011986,598.400000001199,598.400000001199,598.5000000011993,598.5000000011993,598.6000000011994,598.6000000011994,598.8000000011998,598.8000000011998,598.9000000012,598.9000000012,599.0000000012002,599.0000000012002,599.2000000012006,599.2000000012006,599.3000000012008,599.3000000012008,599.4000000012011,599.4000000012011,599.6000000012015,599.6000000012015,599.7000000012016,599.7000000012016,599.8000000012019,599.8000000012019,600.0000000012022,700.5000000014036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Test 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.1000000012826,600.400000001203,600.3000000012029,600.3000000012029,600.1000000012025,600.1000000012025,600.0000000012022,599.900000001202,599.8000000012019,599.8000000012019,599.6000000012015,599.6000000012015,599.5000000012012,599.4000000012011,599.3000000012008,599.3000000012008,599.1000000012004,599.1000000012004,599.0000000012002,598.9000000012,598.8000000011998,598.8000000011998,598.6000000011994,598.6000000011994,598.5000000011993,598.400000001199,598.3000000011988,598.3000000011988,598.1000000011984,598.1000000011984,285.80000000057265
Test 8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.6000000012996,600.400000001203,600.3000000012029,600.3000000012029,600.1000000012025,600.1000000012025,600.0000000012022,599.900000001202,599.8000000012019,599.8000000012019,599.6000000012015,599.6000000012015,599.5000000012012,599.4000000012011,599.3000000012008,599.3000000012008,599.1000000012004,599.1000000012004,599.0000000012002,598.9000000012,598.8000000011998,598.8000000011998,598.6000000011994,598.6000000011994,598.5000000011993,598.400000001199,598.3000000011988,598.3000000011988,598.1000000011984,598.1000000011984,422.0000000008456
Test 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.0000000013686,600.400000001203,600.3000000012029,600.3000000012029,600.1000000012025,600.1000000012025,600.0000000012022,599.900000001202,599.8000000012019,599.8000000012019,599.6000000012015,599.6000000012015,599.5000000012012,599.4000000012011,599.3000000012008,599.3000000012008,599.1000000012004,599.1000000012004,599.0000000012002,598.9000000012,598.8000000011998,598.8000000011998,598.6000000011994,598.6000000011994,598.5000000011993,598.400000001199,598.3000000011988,598.3000000011988,598.1000000011984,598.1000000011984,279.70000000056046
Test 10,0.0,117.20000000023484,117.30000000023503,117.50000000023545,117.60000000023564,117.80000000023604,117.90000000023625,118.10000000023663,118.20000000023684,118.40000000023724,118.50000000023743,118.70000000023785,118.80000000023804,119.00000000023844,119.10000000023865,119.30000000023904,119.40000000023925,119.60000000023965,119.70000000023984,119.90000000024025,120.00000000024045,598.1000000011984,598.1000000011984,598.2000000011986,598.2000000011986,598.400000001199,598.400000001199,598.5000000011993,598.5000000011993,598.6000000011994,598.6000000011994,598.8000000011998,598.8000000011998,598.9000000012,598.9000000012,599.0000000012002,599.0000000012002,599.2000000012006,599.2000000012006,599.3000000012008,599.3000000012008,599.4000000012011,599.4000000012011,599.6000000012015,599.6000000012015,599.7000000012016,599.7000000012016,599.8000000012019,599.8000000012019,600.0000000012022,700.5000000014036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Test 11,0.0,117.20000000023484,117.30000000023503,117.50000000023545,117.60000000023564,117.80000000023604,117.90000000023625,118.10000000023663,118.20000000023684,118.40000000023724,118.50000000023743,118.70000000023785,118.80000000023804,119.00000000023844,119.10000000023865,119.30000000023904,119.40000000023925,119.60000000023965,119.70000000023984,119.90000000024025,120.00000000024045,598.1000000011984,598.1000000011984,598.2000000011986,598.2000000011986,598.400000001199,598.400000001199,598.5000000011993,598.5000000011993,598.6000000011994,598.6000000011994,598.8000000011998,598.8000000011998,598.9000000012,598.9000000012,599.0000000012002,599.0000000012002,599.2000000012006,599.2000000012006,599.3000000012008,599.3000000012008,599.4000000012011,599.4000000012011,599.6000000012015,599.6000000012015,599.7000000012016,599.7000000012016,599.8000000012019,599.8000000012019,600.0000000012022,700.5000000014036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Test 12,0.0,117.20000000023484,117.30000000023503,117.50000000023545,117.60000000023564,117.80000000023604,117.90000000023625,118.10000000023663,118.20000000023684,118.40000000023724,118.50000000023743,118.70000000023785,118.80000000023804,119.00000000023844,119.10000000023865,119.30000000023904,119.40000000023925,119.60000000023965,119.70000000023984,119.90000000024025,120.00000000024045,598.1000000011984,598.1000000011984,598.2000000011986,598.2000000011986,598.400000001199,598.400000001199,598.5000000011993,598.5000000011993,598.6000000011994,598.6000000011994,598.8000000011998,598.8000000011998,598.9000000012,598.9000000012,599.0000000012002,599.0000000012002,599.2000000012006,599.2000000012006,599.3000000012008,599.3000000012008,599.4000000012011,599.4000000012011,599.6000000012015,599.6000000012015,599.7000000012016,599.7000000012016,599.8000000012019,599.8000000012019,600.0000000012022,700.5000000014036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
