degC,V_pu,Q_MVAr,P_MW
40,0.9,-3.568542106,1.7982
40,0.9,-3.460637514,1.998
40,0.9,-3.437256906,2.03796
40,0.9,-3.413248376,2.07792
40,0.9,-3.388598575,2.11788
40,0.9,-3.363293406,2.15784
40,0.9,-3.337317959,2.1978
40,0.9,-3.310656458,2.23776
40,0.9,-3.283292189,2.27772
40,0.9,-3.255207431,2.31768
40,0.9,-3.226383367,2.35764
40,0.9,-3.1968,2.3976
40,0.9,-3.166436048,2.43756
40,0.9,-3.135268832,2.47752
40,0.9,-3.10327415,2.51748
40,0.9,-3.070426134,2.55744
40,0.9,-3.036697094,2.5974
40,0.9,-3.002057333,2.63736
40,0.9,-2.966474948,2.67732
40,0.9,-2.929915596,2.71728
40,0.9,-2.892342231,2.75724
40,0.9,-2.8537148,2.7972
40,0.9,-2.813989896,2.83716
40,0.9,-2.773120355,2.87712
40,0.9,-2.731054791,2.91708
40,0.9,-2.687737048,2.95704
40,0.9,-2.64310556,2.997
40,0.9,-2.597092597,3.03696
40,0.9,-2.549623367,3.07692
40,0.9,-2.500614937,3.11688
40,0.9,-2.449974942,3.15684
40,0.9,-2.3976,3.1968
40,0.9,-2.343373786,3.23676
40,0.9,-2.287164629,3.27672
40,0.9,-2.228822509,3.31668
40,0.9,-2.168175249,3.35664
40,0.9,-2.10502362,3.3966
40,0.9,-2.039134955,3.43656
40,0.9,-1.970234679,3.47652
40,0.9,-1.897994839,3.51648
40,0.9,-1.822018256,3.55644
40,0.9,-1.741816018,3.5964
40,0.9,-1.656774562,3.63636
40,0.9,-1.566105762,3.67632
40,0.9,-1.468767838,3.71628
40,0.9,-1.363333071,3.75624
40,0.9,-1.2477506,3.7962
40,0.9,-1.11888,3.83616
40,0.9,-0.971447243,3.87612
40,0.9,-0.79519396,3.91608
40,0.9,-0.56370517,3.95604
40,0.9,0,3.996
40,0.9,3.996,0
40,0.9,3.991001874,-0.1998
40,0.9,3.975969799,-0.3996
40,0.9,3.950789243,-0.5994
40,0.9,3.915264405,-0.7992
40,0.9,3.869110363,-0.999
40,0.9,3.811941049,-1.1988
40,0.9,3.7432518,-1.3986
40,0.9,3.662394495,-1.5984
40,0.9,3.568542106,-1.7982
40,0.9,3.460637514,-1.998
40,0.9,3.437256906,-2.03796
40,0.9,3.413248376,-2.07792
40,0.9,3.388598575,-2.11788
40,0.9,3.363293406,-2.15784
40,0.9,3.337317959,-2.1978
40,0.9,3.310656458,-2.23776
40,0.9,3.283292189,-2.27772
40,0.9,3.255207431,-2.31768
40,0.9,3.226383367,-2.35764
40,0.9,3.1968,-2.3976
40,0.9,3.166436048,-2.43756
40,0.9,3.135268832,-2.47752
40,0.9,3.10327415,-2.51748
40,0.9,3.070426134,-2.55744
40,0.9,3.036697094,-2.5974
40,0.9,3.002057333,-2.63736
40,0.9,2.966474948,-2.67732
40,0.9,2.929915596,-2.71728
40,0.9,2.892342231,-2.75724
40,0.9,2.8537148,-2.7972
40,0.9,2.813989896,-2.83716
40,0.9,2.773120355,-2.87712
40,0.9,2.731054791,-2.91708
40,0.9,2.687737048,-2.95704
40,0.9,2.64310556,-2.997
40,0.9,2.597092597,-3.03696
40,0.9,2.549623367,-3.07692
40,0.9,2.500614937,-3.11688
40,0.9,2.449974942,-3.15684
40,0.9,2.3976,-3.1968
40,0.9,2.343373786,-3.23676
40,0.9,2.287164629,-3.27672
40,0.9,2.228822509,-3.31668
40,0.9,2.168175249,-3.35664
40,0.9,2.10502362,-3.3966
40,0.9,2.039134955,-3.43656
40,0.9,1.970234679,-3.47652
40,0.9,1.897994839,-3.51648
40,0.9,1.822018256,-3.55644
40,0.9,1.741816018,-3.5964
40,0.9,1.656774562,-3.63636
40,0.9,1.566105762,-3.67632
40,0.9,1.468767838,-3.71628
40,0.9,1.363333071,-3.75624
40,0.9,1.2477506,-3.7962
40,0.9,1.11888,-3.83616
40,0.9,0.971447243,-3.87612
40,0.9,0.79519396,-3.91608
40,0.9,0.56370517,-3.95604
40,0.9,0,-3.996
40,0.9,-3.996,0
40,0.9,-3.991001874,-0.1998
40,0.9,-3.975969799,-0.3996
40,0.9,-3.950789243,-0.5994
40,0.9,-3.915264405,-0.7992
40,0.9,-3.869110363,-0.999
40,0.9,-3.811941049,-1.1988
40,0.9,-3.7432518,-1.3986
40,0.9,-3.662394495,-1.5984
40,0.9,-3.568542106,-1.7982
40,0.9,-3.460637514,-1.998
40,0.9,-3.437256906,-2.03796
40,0.9,-3.413248376,-2.07792
40,0.9,-3.388598575,-2.11788
40,0.9,-3.363293406,-2.15784
40,0.9,-3.337317959,-2.1978
40,0.9,-3.310656458,-2.23776
40,0.9,-3.283292189,-2.27772
40,0.9,-3.255207431,-2.31768
40,0.9,-3.226383367,-2.35764
40,0.9,-3.1968,-2.3976
40,0.9,-3.166436048,-2.43756
40,0.9,-3.135268832,-2.47752
40,0.9,-3.10327415,-2.51748
40,0.9,-3.070426134,-2.55744
40,0.9,-3.036697094,-2.5974
40,0.9,-3.002057333,-2.63736
40,0.9,-2.966474948,-2.67732
40,0.9,-2.929915596,-2.71728
40,0.9,-2.892342231,-2.75724
40,0.9,-2.8537148,-2.7972
40,0.9,-2.813989896,-2.83716
40,0.9,-2.773120355,-2.87712
40,0.9,-2.731054791,-2.91708
40,0.9,-2.687737048,-2.95704
40,0.9,-2.64310556,-2.997
40,0.9,-2.597092597,-3.03696
40,0.9,-2.549623367,-3.07692
40,0.9,-2.500614937,-3.11688
40,0.9,-2.449974942,-3.15684
40,0.9,-2.3976,-3.1968
40,0.9,-2.343373786,-3.23676
40,0.9,-2.287164629,-3.27672
40,0.9,-2.228822509,-3.31668
40,0.9,-2.168175249,-3.35664
40,0.9,-2.10502362,-3.3966
40,0.9,-2.039134955,-3.43656
40,0.9,-1.970234679,-3.47652
40,0.9,-1.897994839,-3.51648
40,0.9,-1.822018256,-3.55644
40,0.9,-1.741816018,-3.5964
40,0.9,-1.656774562,-3.63636
40,0.9,-1.566105762,-3.67632
40,0.9,-1.468767838,-3.71628
40,0.9,-1.363333071,-3.75624
40,0.9,-1.2477506,-3.7962
40,0.9,-1.11888,-3.83616
40,0.9,-0.971447243,-3.87612
40,0.9,-0.79519396,-3.91608
40,0.9,-0.56370517,-3.95604
40,0.9,0,-3.996
40,1,4.44,0
40,1,4.434446527,0.222
40,1,4.417744221,0.444
40,1,4.389765825,0.666
40,1,4.350293783,0.888
40,1,4.299011514,1.11
40,1,4.235490054,1.332
40,1,4.159168667,1.554
40,1,4.069327217,1.776
40,1,3.965046784,1.998
40,1,3.845152793,2.22
40,1,3.81917434,2.2644
40,1,3.792498195,2.3088
40,1,3.765109528,2.3532
40,1,3.736992673,2.3976
40,1,3.708131066,2.442
40,1,3.678507175,2.4864
40,1,3.648102433,2.5308
40,1,3.616897145,2.5752
40,1,3.584870408,2.6196
40,1,3.552,2.664
40,1,3.518262276,2.7084
40,1,3.483632036,2.7528
40,1,3.448082389,2.7972
40,1,3.411584594,2.8416
40,1,3.374107882,2.886
40,1,3.335619259,2.9304
40,1,3.296083276,2.9748
40,1,3.255461774,3.0192
40,1,3.21371359,3.0636
40,1,3.170794222,3.108
40,1,3.12665544,3.1524
40,1,3.081244839,3.1968
40,1,3.034505324,3.2412
40,1,2.986374498,3.2856
40,1,2.936783955,3.33
40,1,2.885658441,3.3744
40,1,2.832914852,3.4188
40,1,2.778461042,3.4632
40,1,2.72219438,3.5076
40,1,2.664,3.552
40,1,2.603748651,3.5964
40,1,2.541294033,3.6408
40,1,2.476469455,3.6852
40,1,2.40908361,3.7296
40,1,2.338915133,3.774
40,1,2.265705506,3.8184
40,1,2.189149643,3.8628
40,1,2.108883155,3.9072
40,1,2.024464729,3.9516
40,1,1.935351131,3.996
40,1,1.840860625,4.0404
40,1,1.740117513,4.0848
40,1,1.631964264,4.1292
40,1,1.514814523,4.1736
40,1,1.386389556,4.218
40,1,1.2432,4.2624
40,1,1.079385825,4.3068
40,1,0.883548844,4.3512
40,1,0.626339077,4.3956
40,1,0,4.44
40,1,-4.44,0
40,1,-4.434446527,0.222
40,1,-4.417744221,0.444
40,1,-4.389765825,0.666
40,1,-4.350293783,0.888
40,1,-4.299011514,1.11
40,1,-4.235490054,1.332
40,1,-4.159168667,1.554
40,1,-4.069327217,1.776
40,1,-3.965046784,1.998
40,1,-3.845152793,2.22
40,1,-3.81917434,2.2644
40,1,-3.792498195,2.3088
40,1,-3.765109528,2.3532
40,1,-3.736992673,2.3976
40,1,-3.708131066,2.442
40,1,-3.678507175,2.4864
40,1,-3.648102433,2.5308
40,1,-3.616897145,2.5752
40,1,-3.584870408,2.6196
40,1,-3.552,2.664
40,1,-3.518262276,2.7084
40,1,-3.483632036,2.7528
40,1,-3.448082389,2.7972
40,1,-3.411584594,2.8416
40,1,-3.374107882,2.886
40,1,-3.335619259,2.9304
40,1,-3.296083276,2.9748
40,1,-3.255461774,3.0192
40,1,-3.21371359,3.0636
40,1,-3.170794222,3.108
40,1,-3.12665544,3.1524
40,1,-3.081244839,3.1968
40,1,-3.034505324,3.2412
40,1,-2.986374498,3.2856
40,1,-2.936783955,3.33
40,1,-2.885658441,3.3744
40,1,-2.832914852,3.4188
40,1,-2.778461042,3.4632
40,1,-2.72219438,3.5076
40,1,-2.664,3.552
40,1,-2.603748651,3.5964
40,1,-2.541294033,3.6408
40,1,-2.476469455,3.6852
40,1,-2.40908361,3.7296
40,1,-2.338915133,3.774
40,1,-2.265705506,3.8184
40,1,-2.189149643,3.8628
40,1,-2.108883155,3.9072
40,1,-2.024464729,3.9516
40,1,-1.935351131,3.996
40,1,-1.840860625,4.0404
40,1,-1.740117513,4.0848
40,1,-1.631964264,4.1292
40,1,-1.514814523,4.1736
40,1,-1.386389556,4.218
40,1,-1.2432,4.2624
40,1,-1.079385825,4.3068
40,1,-0.883548844,4.3512
40,1,-0.626339077,4.3956
40,1,0,4.44
40,1,4.401141102,0
40,1,4.395636233,-0.220057055
40,1,4.379080105,-0.44011411
40,1,4.351346577,-0.660171165
40,1,4.312219994,-0.88022822
40,1,4.261386548,-1.100285276
40,1,4.198421028,-1.320342331
40,1,4.122767606,-1.540399386
40,1,4.033712449,-1.760456441
40,1,3.930344679,-1.980513496
40,1,3.8115,-2.200570551
40,1,3.785748911,-2.244581962
40,1,3.759306236,-2.288593373
40,1,3.732157274,-2.332604784
40,1,3.704286498,-2.376616195
40,1,3.675677488,-2.420627606
40,1,3.646312866,-2.464639017
40,1,3.616174226,-2.508650428
40,1,3.585242047,-2.552661839
40,1,3.553495607,-2.59667325
40,1,3.520912882,-2.640684661
40,1,3.48747043,-2.684696072
40,1,3.453143274,-2.728707483
40,1,3.417904758,-2.772718894
40,1,3.381726392,-2.816730305
40,1,3.344577676,-2.860741716
40,1,3.306425906,-2.904753127
40,1,3.267235941,-2.948764538
40,1,3.226969959,-2.992775949
40,1,3.185587156,-3.03678736
40,1,3.143043418,-3.080798771
40,1,3.099290939,-3.124810182
40,1,3.054277772,-3.168821593
40,1,3.007947321,-3.212833004
40,1,2.960237736,-3.256844416
40,1,2.91108121,-3.300855827
40,1,2.860403147,-3.344867238
40,1,2.80812117,-3.388878649
40,1,2.754143939,-3.43289006
40,1,2.698369723,-3.476901471
40,1,2.640684661,-3.520912882
40,1,2.580960633,-3.564924293
40,1,2.519052617,-3.608935704
40,1,2.454795384,-3.652947115
40,1,2.387999301,-3.696958526
40,1,2.318444938,-3.740969937
40,1,2.245876042,-3.784981348
40,1,2.169990197,-3.828992759
40,1,2.090426201,-3.87300417
40,1,2.006746606,-3.917015581
40,1,1.91841293,-3.961026992
40,1,1.824749405,-4.005038403
40,1,1.724887998,-4.049049814
40,1,1.617681306,-4.093061225
40,1,1.50155686,-4.137072636
40,1,1.374255869,-4.181084047
40,1,1.232319509,-4.225095458
40,1,1.069939036,-4.269106869
40,1,0.875816021,-4.31311828
40,1,0.620857355,-4.357129691
40,1,0,-4.401141102
40,1,-4.44,0
40,1,-4.434446527,-0.222
40,1,-4.417744221,-0.444
40,1,-4.389765825,-0.666
40,1,-4.350293783,-0.888
40,1,-4.299011514,-1.11
40,1,-4.235490054,-1.332
40,1,-4.159168667,-1.554
40,1,-4.069327217,-1.776
40,1,-3.965046784,-1.998
40,1,-3.845152793,-2.22
40,1,-3.81917434,-2.2644
40,1,-3.792498195,-2.3088
40,1,-3.765109528,-2.3532
40,1,-3.736992673,-2.3976
40,1,-3.708131066,-2.442
40,1,-3.678507175,-2.4864
40,1,-3.648102433,-2.5308
40,1,-3.616897145,-2.5752
40,1,-3.584870408,-2.6196
40,1,-3.552,-2.664
40,1,-3.518262276,-2.7084
40,1,-3.483632036,-2.7528
40,1,-3.448082389,-2.7972
40,1,-3.411584594,-2.8416
40,1,-3.374107882,-2.886
40,1,-3.335619259,-2.9304
40,1,-3.296083276,-2.9748
40,1,-3.255461774,-3.0192
40,1,-3.21371359,-3.0636
40,1,-3.170794222,-3.108
40,1,-3.12665544,-3.1524
40,1,-3.081244839,-3.1968
40,1,-3.034505324,-3.2412
40,1,-2.986374498,-3.2856
40,1,-2.936783955,-3.33
40,1,-2.885658441,-3.3744
40,1,-2.832914852,-3.4188
40,1,-2.778461042,-3.4632
40,1,-2.72219438,-3.5076
40,1,-2.664,-3.552
40,1,-2.603748651,-3.5964
40,1,-2.541294033,-3.6408
40,1,-2.476469455,-3.6852
40,1,-2.40908361,-3.7296
40,1,-2.338915133,-3.774
40,1,-2.265705506,-3.8184
40,1,-2.189149643,-3.8628
40,1,-2.108883155,-3.9072
40,1,-2.024464729,-3.9516
40,1,-1.935351131,-3.996
40,1,-1.840860625,-4.0404
40,1,-1.740117513,-4.0848
40,1,-1.631964264,-4.1292
40,1,-1.514814523,-4.1736
40,1,-1.386389556,-4.218
40,1,-1.2432,-4.2624
40,1,-1.079385825,-4.3068
40,1,-0.883548844,-4.3512
40,1,-0.626339077,-4.3956
40,1,0,-4.44
40,1.1,3.709092737,0
40,1.1,3.709092737,0.222057574
40,1.1,3.709092737,0.444115148
40,1.1,3.709092737,0.666172721
40,1.1,3.709092737,0.888230295
40,1.1,3.709092737,1.110287869
40,1.1,3.709092737,1.332345443
40,1.1,3.709092737,1.554403016
40,1.1,3.709092737,1.77646059
40,1.1,3.709092737,1.998518164
40,1.1,3.709092737,2.220575738
40,1.1,3.709092737,2.264987253
40,1.1,3.709092737,2.309398767
40,1.1,3.709092737,2.353810282
40,1.1,3.709092737,2.398221797
40,1.1,3.709092737,2.442633312
40,1.1,3.679461165,2.487044826
40,1.1,3.649048537,2.531456341
40,1.1,3.617835156,2.575867856
40,1.1,3.585800113,2.620279371
40,1.1,3.552921181,2.664690885
40,1.1,3.519174707,2.7091024
40,1.1,3.484535486,2.753513915
40,1.1,3.448976619,2.79792543
40,1.1,3.412469359,2.842336944
40,1.1,3.374982928,2.886748459
40,1.1,3.336484323,2.931159974
40,1.1,3.296938086,2.975571489
40,1.1,3.25630605,3.019983003
40,1.1,3.214547039,3.064394518
40,1.1,3.17161654,3.108806033
40,1.1,3.127466311,3.153217548
40,1.1,3.082043934,3.197629062
40,1.1,3.035292297,3.242040577
40,1.1,2.987148988,3.286452092
40,1.1,2.937545585,3.330863607
40,1.1,2.886406812,3.375275122
40,1.1,2.833649544,3.419686636
40,1.1,2.779181612,3.464098151
40,1.1,2.722900357,3.508509666
40,1.1,2.664690885,3.552921181
40,1.1,2.604423911,3.597332695
40,1.1,2.541953095,3.64174421
40,1.1,2.477111706,3.686155725
40,1.1,2.409708385,3.73056724
40,1.1,2.339521711,3.774978754
40,1.1,2.266293097,3.819390269
40,1.1,2.18971738,3.863801784
40,1.1,2.109430075,3.908213299
40,1.1,2.024989757,3.952624813
40,1.1,1.935853048,3.997036328
40,1.1,1.841338036,4.041447843
40,1.1,1.740568798,4.085859358
40,1.1,1.6323875,4.130270872
40,1.1,1.515207377,4.174682387
40,1.1,1.386749104,4.219093902
40,1.1,1.243522413,4.263505417
40,1.1,1.079665755,4.307916931
40,1.1,0.883777985,4.352328446
40,1.1,0.626501513,4.396739961
40,1.1,0,4.441151476
40,1.1,-4.441151476,0
40,1.1,-4.435596562,0.222057574
40,1.1,-4.418889925,0.444115148
40,1.1,-4.390904273,0.666172721
40,1.1,-4.351421994,0.888230295
40,1.1,-4.300126426,1.110287869
40,1.1,-4.236588492,1.332345443
40,1.1,-4.160247311,1.554403016
40,1.1,-4.070382562,1.77646059
40,1.1,-3.966075085,1.998518164
40,1.1,-3.84615,2.220575738
40,1.1,-3.82016481,2.264987253
40,1.1,-3.793481747,2.309398767
40,1.1,-3.766085977,2.353810282
40,1.1,-3.73796183,2.398221797
40,1.1,-3.709092737,2.442633312
40,1.1,-3.679461165,2.487044826
40,1.1,-3.649048537,2.531456341
40,1.1,-3.617835156,2.575867856
40,1.1,-3.585800113,2.620279371
40,1.1,-3.552921181,2.664690885
40,1.1,-3.519174707,2.7091024
40,1.1,-3.484535486,2.753513915
40,1.1,-3.448976619,2.79792543
40,1.1,-3.412469359,2.842336944
40,1.1,-3.374982928,2.886748459
40,1.1,-3.336484323,2.931159974
40,1.1,-3.296938086,2.975571489
40,1.1,-3.25630605,3.019983003
40,1.1,-3.214547039,3.064394518
40,1.1,-3.17161654,3.108806033
40,1.1,-3.127466311,3.153217548
40,1.1,-3.082043934,3.197629062
40,1.1,-3.035292297,3.242040577
40,1.1,-2.987148988,3.286452092
40,1.1,-2.937545585,3.330863607
40,1.1,-2.886406812,3.375275122
40,1.1,-2.833649544,3.419686636
40,1.1,-2.779181612,3.464098151
40,1.1,-2.722900357,3.508509666
40,1.1,-2.664690885,3.552921181
40,1.1,-2.604423911,3.597332695
40,1.1,-2.541953095,3.64174421
40,1.1,-2.477111706,3.686155725
40,1.1,-2.409708385,3.73056724
40,1.1,-2.339521711,3.774978754
40,1.1,-2.266293097,3.819390269
40,1.1,-2.18971738,3.863801784
40,1.1,-2.109430075,3.908213299
40,1.1,-2.024989757,3.952624813
40,1.1,-1.935853048,3.997036328
40,1.1,-1.841338036,4.041447843
40,1.1,-1.740568798,4.085859358
40,1.1,-1.6323875,4.130270872
40,1.1,-1.515207377,4.174682387
40,1.1,-1.386749104,4.219093902
40,1.1,-1.243522413,4.263505417
40,1.1,-1.079665755,4.307916931
40,1.1,-0.883777985,4.352328446
40,1.1,-0.626501513,4.396739961
40,1.1,0,4.441151476
40,1.1,-4.441151476,0
40,1.1,-4.435596562,-0.222057574
40,1.1,-4.418889925,-0.444115148
40,1.1,-4.390904273,-0.666172721
40,1.1,-4.351421994,-0.888230295
40,1.1,-4.300126426,-1.110287869
40,1.1,-4.236588492,-1.332345443
40,1.1,-4.160247311,-1.554403016
40,1.1,-4.070382562,-1.77646059
40,1.1,-3.966075085,-1.998518164
40,1.1,-3.84615,-2.220575738
40,1.1,-3.82016481,-2.264987253
40,1.1,-3.793481747,-2.309398767
40,1.1,-3.766085977,-2.353810282
40,1.1,-3.73796183,-2.398221797
40,1.1,-3.709092737,-2.442633312
40,1.1,-3.679461165,-2.487044826
40,1.1,-3.649048537,-2.531456341
40,1.1,-3.617835156,-2.575867856
40,1.1,-3.585800113,-2.620279371
40,1.1,-3.552921181,-2.664690885
40,1.1,-3.519174707,-2.7091024
40,1.1,-3.484535486,-2.753513915
40,1.1,-3.448976619,-2.79792543
40,1.1,-3.412469359,-2.842336944
40,1.1,-3.374982928,-2.886748459
40,1.1,-3.336484323,-2.931159974
40,1.1,-3.296938086,-2.975571489
40,1.1,-3.25630605,-3.019983003
40,1.1,-3.214547039,-3.064394518
40,1.1,-3.17161654,-3.108806033
40,1.1,-3.127466311,-3.153217548
40,1.1,-3.082043934,-3.197629062
40,1.1,-3.035292297,-3.242040577
40,1.1,-2.987148988,-3.286452092
40,1.1,-2.937545585,-3.330863607
40,1.1,-2.886406812,-3.375275122
40,1.1,-2.833649544,-3.419686636
40,1.1,-2.779181612,-3.464098151
40,1.1,-2.722900357,-3.508509666
40,1.1,-2.664690885,-3.552921181
40,1.1,-2.604423911,-3.597332695
40,1.1,-2.541953095,-3.64174421
40,1.1,-2.477111706,-3.686155725
40,1.1,-2.409708385,-3.73056724
40,1.1,-2.339521711,-3.774978754
40,1.1,-2.266293097,-3.819390269
40,1.1,-2.18971738,-3.863801784
40,1.1,-2.109430075,-3.908213299
40,1.1,-2.024989757,-3.952624813
40,1.1,-1.935853048,-3.997036328
40,1.1,-1.841338036,-4.041447843
40,1.1,-1.740568798,-4.085859358
40,1.1,-1.6323875,-4.130270872
40,1.1,-1.515207377,-4.174682387
40,1.1,-1.386749104,-4.219093902
40,1.1,-1.243522413,-4.263505417
40,1.1,-1.079665755,-4.307916931
40,1.1,-0.883777985,-4.352328446
40,1.1,-0.626501513,-4.396739961
40,1.1,0,-4.441151476
40,1.1,4.401141102,0
40,1.1,4.395636233,-0.220057055
40,1.1,4.379080105,-0.44011411
40,1.1,4.351346577,-0.660171165
40,1.1,4.312219994,-0.88022822
40,1.1,4.261386548,-1.100285276
40,1.1,4.198421028,-1.320342331
40,1.1,4.122767606,-1.540399386
40,1.1,4.033712449,-1.760456441
40,1.1,3.930344679,-1.980513496
40,1.1,3.8115,-2.200570551
40,1.1,3.785748911,-2.244581962
40,1.1,3.759306236,-2.288593373
40,1.1,3.732157274,-2.332604784
40,1.1,3.704286498,-2.376616195
40,1.1,3.675677488,-2.420627606
40,1.1,3.646312866,-2.464639017
40,1.1,3.616174226,-2.508650428
40,1.1,3.585242047,-2.552661839
40,1.1,3.553495607,-2.59667325
40,1.1,3.520912882,-2.640684661
40,1.1,3.48747043,-2.684696072
40,1.1,3.453143274,-2.728707483
40,1.1,3.417904758,-2.772718894
40,1.1,3.381726392,-2.816730305
40,1.1,3.344577676,-2.860741716
40,1.1,3.306425906,-2.904753127
40,1.1,3.267235941,-2.948764538
40,1.1,3.226969959,-2.992775949
40,1.1,3.185587156,-3.03678736
40,1.1,3.143043418,-3.080798771
40,1.1,3.099290939,-3.124810182
40,1.1,3.054277772,-3.168821593
40,1.1,3.007947321,-3.212833004
40,1.1,2.960237736,-3.256844416
40,1.1,2.91108121,-3.300855827
40,1.1,2.860403147,-3.344867238
40,1.1,2.80812117,-3.388878649
40,1.1,2.754143939,-3.43289006
40,1.1,2.698369723,-3.476901471
40,1.1,2.640684661,-3.520912882
40,1.1,2.580960633,-3.564924293
40,1.1,2.519052617,-3.608935704
40,1.1,2.454795384,-3.652947115
40,1.1,2.387999301,-3.696958526
40,1.1,2.318444938,-3.740969937
40,1.1,2.245876042,-3.784981348
40,1.1,2.169990197,-3.828992759
40,1.1,2.090426201,-3.87300417
40,1.1,2.006746606,-3.917015581
40,1.1,1.91841293,-3.961026992
40,1.1,1.824749405,-4.005038403
40,1.1,1.724887998,-4.049049814
40,1.1,1.617681306,-4.093061225
40,1.1,1.50155686,-4.137072636
40,1.1,1.374255869,-4.181084047
40,1.1,1.232319509,-4.225095458
40,1.1,1.069939036,-4.269106869
40,1.1,0.875816021,-4.31311828
40,1.1,0.620857355,-4.357129691
40,1.1,0,-4.401141102
50,0.9,3.726,0
50,0.9,3.726,0.00003726
50,0.9,3.721339585,0.1863
50,0.9,3.707323191,0.3726
50,0.9,3.683844024,0.5589
50,0.9,3.650719513,0.7452
50,0.9,3.607683987,0.9315
50,0.9,3.554377464,1.1178
50,0.9,3.490329381,1.3041
50,0.9,3.414935408,1.4904
50,0.9,3.327424396,1.6767
50,0.9,3.226810655,1.863
50,0.9,3.205009818,1.90026
50,0.9,3.182623485,1.93752
50,0.9,3.159639212,1.97478
50,0.9,3.136043851,2.01204
50,0.9,3.111823502,2.0493
50,0.9,3.086963454,2.08656
50,0.9,3.061448123,2.12382
50,0.9,3.035260983,2.16108
50,0.9,3.008384491,2.19834
50,0.9,2.9808,2.2356
50,0.9,2.952487666,2.27286
50,0.9,2.923426343,2.31012
50,0.9,2.893593464,2.34738
50,0.9,2.862964909,2.38464
50,0.9,2.831514858,2.4219
50,0.9,2.799215621,2.45916
50,0.9,2.766037452,2.49642
50,0.9,2.731948326,2.53368
50,0.9,2.696913702,2.57094
50,0.9,2.660896232,2.6082
50,0.9,2.623855444,2.64546
50,0.9,2.585747358,2.68272
50,0.9,2.546524062,2.71998
50,0.9,2.506133193,2.75724
50,0.9,2.464517346,2.7945
50,0.9,2.421613368,2.83176
50,0.9,2.377351518,2.86902
50,0.9,2.331654469,2.90628
50,0.9,2.284436094,2.94354
50,0.9,2.2356,2.9808
50,0.9,2.18503772,3.01806
50,0.9,2.132626479,3.05532
50,0.9,2.078226394,3.09258
50,0.9,2.021676921,3.12984
50,0.9,1.962792294,3.1671
50,0.9,1.901355567,3.20436
50,0.9,1.837110714,3.24162
